model,feature,train_lang,layer,rep,fold,within,cross,gap,within_norm,cross_norm,gap_norm
base,place,de_de,6,1,1,0.7402940749719508,0.5847758758348023,0.15551819913714848,0.6571648171106487,0.42916481362413933,0.22800000348650934
base,place,de_de,6,1,2,0.7658950621181114,0.5890922954634716,0.1768027666546398,0.6904409149715737,0.43509887202732495,0.2553420429442487
base,place,de_de,6,1,3,0.7674422270628307,0.5739297427975807,0.19351248426525003,0.6898580725919542,0.41425394016222905,0.27560413242972515
base,place,de_de,6,1,4,0.7637709965748164,0.5647309783938569,0.1990400181809595,0.6889531009425827,0.40160780982627053,0.28734529111631213
base,place,de_de,6,2,0,0.761315025209924,0.5783384944317175,0.18297653077820653,0.6845468994675484,0.4203149332844786,0.2642319661830698
base,place,de_de,6,2,1,0.7414877416909172,0.5784846300548026,0.1630031116361147,0.657612553711156,0.42051583528121983,0.23709671842993618
base,place,de_de,6,2,2,0.7480569935638792,0.5542952945643541,0.1937616989995251,0.6661136856731905,0.3872612071674045,0.27885247850578604
base,place,de_de,6,2,3,0.7838116532708588,0.5793561233539015,0.20445552991695726,0.7121949373426566,0.42171393291299075,0.29048100442966585
base,place,de_de,6,2,4,0.7487535562424523,0.564451549235379,0.18430200700707333,0.6699189710486079,0.4012236606728964,0.2686953103757115
base,place,es_419,6,0,0,0.6356656778772037,0.5897182104760592,0.045947467401144526,0.49819419452498986,0.447410081487858,0.05078411303713187
base,place,es_419,6,0,1,0.6390549404506052,0.5976908923526069,0.04136404809799832,0.5023231048082176,0.4581481248058338,0.044174980002383846
base,place,es_419,6,0,2,0.7492833231515809,0.6095237996866836,0.13975952346489728,0.6545468689225981,0.47408533056650437,0.1804615383560937
base,place,es_419,6,0,3,0.8050305666420895,0.5881672225465171,0.2168633440955724,0.7308736483211896,0.44532112624908554,0.2855525220721041
base,place,es_419,6,0,4,0.7797789329719365,0.6028510175514061,0.17692791542053032,0.696718546658407,0.46509806320408814,0.2316204834543189
base,place,es_419,6,1,0,0.7620647397485003,0.6085004684295321,0.15356427131896822,0.6733379788647387,0.47270705214801445,0.20063092671672422
base,place,es_419,6,1,1,0.7115256865689759,0.6126794360342336,0.09884625053474227,0.6032814929333004,0.47833551392016954,0.12494597901313081
