model,feature,layer,train_lang,test_lang,accuracy,accuracy_std,macro_f1,macro_f1_std,majority,majority_std,majority_acc,majority_acc_std,n,n_classes,n_splits
xlsr300m,manner,6,en_us,es_419,0.47924007966906695,0.00644508393263342,0.45906959672475606,0.016127236109069507,0.10087076076993584,0.0013520723123553098,0.33721464685153973,0.006049891341806822,6527,5,1
xlsr300m,manner,6,de_de,en_us,0.5187739463601533,0.007033438158047039,0.4165326163113868,0.0066123531082580254,0.08658060642449715,0.001483798615682467,0.27624521072796937,0.006037145614507709,5220,5,1
xlsr300m,manner,6,de_de,es_419,0.4639191052550942,0.005955063454548707,0.3797048128007662,0.004887174565804895,0.08141549725442343,0.0013411511977125601,0.25555385322506513,0.005279043942422431,6527,5,1
xlsr300m,manner,6,es_419,en_us,0.5072796934865901,0.007165786531077748,0.4755659322455116,0.009856830021754547,0.09712793733681462,0.001587246901078722,0.32068965517241377,0.0069298461966577525,5220,5,1
xlsr300m,manner,6,es_419,de_de,0.5048339638503573,0.006272732558296019,0.39832640450078344,0.006112806602389258,0.08885013623978202,0.0013079247988190337,0.2855541544066134,0.005404910523021583,7137,5,1
xlsr300m,place,6,en_us,de_de,0.713605156228107,0.005158572785069747,0.6545712579669803,0.006184891584472775,0.2442964935641367,0.001615195904702609,0.5783942833123161,0.006034057313963319,7137,3,1
xlsr300m,place,6,en_us,es_419,0.7700321740462693,0.005006014331020909,0.6708430131266875,0.007462003154387471,0.27444264166816895,0.0012693774536372286,0.6997089014861345,0.005501835081916693,6527,3,1
xlsr300m,place,6,de_de,en_us,0.5555555555555556,0.007395037012929749,0.5230339031491101,0.007065888083751834,0.2707622298065984,0.001342318957935745,0.6839080459770115,0.005707973594186437,5220,3,1
xlsr300m,place,6,de_de,es_419,0.536540523977325,0.006693314432982964,0.5014059808695688,0.0064678064831931855,0.27444264166816895,0.0012693774536372286,0.6997089014861345,0.005501835081916693,6527,3,1
xlsr300m,place,6,es_419,en_us,0.7312260536398467,0.006133707652824951,0.6484661866311537,0.008143512574450394,0.2707622298065984,0.001342318957935745,0.6839080459770115,0.005707973594186437,5220,3,1
xlsr300m,place,6,es_419,de_de,0.6752136752136753,0.005323434457202988,0.5818160552739795,0.0061586959756866,0.2442964935641367,0.001615195904702609,0.5783942833123161,0.006034057313963319,7137,3,1
xlsr300m,voicing,8,en_us,de_de,0.7473732297852901,0.006855239265431298,0.7325099188702155,0.0071383545497200095,0.3723297491039427,0.0028340494572456814,0.5931932389218821,0.007184108488284124,4378,2,1
xlsr300m,voicing,8,en_us,es_419,0.6736842105263158,0.007626508765101924,0.6360835551325279,0.00831637164034568,0.40324804657576224,0.0024389459408899012,0.6757381258023106,0.006853177403797035,3895,2,1
xlsr300m,voicing,8,de_de,en_us,0.6896124031007752,0.007992150316321955,0.6754361826636086,0.008092869351074955,0.37024018746338605,0.0034718443582908943,0.587906976744186,0.00875642883662027,3225,2,1
xlsr300m,voicing,8,de_de,es_419,0.711168164313222,0.007095756628351538,0.6937859057972762,0.007454471139587907,0.40324804657576224,0.0024389459408899012,0.6757381258023106,0.006853177403797035,3895,2,1
xlsr300m,voicing,8,es_419,en_us,0.6824806201550387,0.008408759072114306,0.6372306142912507,0.00883513854661141,0.37024018746338605,0.0034718443582908943,0.587906976744186,0.00875642883662027,3225,2,1
xlsr300m,voicing,8,es_419,de_de,0.6996345363179534,0.007223007664474143,0.6465252355011566,0.007968826241252351,0.3723297491039427,0.0028340494572456814,0.5931932389218821,0.007184108488284124,4378,2,1
xlsr300m,nasal,8,en_us,de_de,0.8791834002677377,0.0032286636330839153,0.7488483837557804,0.005562083897467136,0.462565762849049,0.0010006616793049108,0.8606927710843374,0.0034636290408000363,11952,2,1
xlsr300m,nasal,8,en_us,es_419,0.8678657903839502,0.0029824586577022003,0.6922089450324342,0.00645334398176451,0.47398107714701604,0.0007260363982629536,0.9010722933241093,0.0026249259239447633,11564,2,1
xlsr300m,nasal,8,de_de,en_us,0.8498745151722564,0.0036814768805676227,0.7297741273100615,0.006263650184982533,0.47119502925740486,0.0009290408051868059,0.8910563540953684,0.003323131987555008,8766,2,1
xlsr300m,nasal,8,de_de,es_419,0.7749048772051194,0.0039701105185116345,0.6401206104571633,0.00527450559904985,0.47398107714701604,0.0007260363982629536,0.9010722933241093,0.0026249259239447633,11564,2,1
xlsr300m,nasal,8,es_419,en_us,0.892539356605065,0.0031935065008852487,0.7206824118216524,0.008029478483462244,0.47119502925740486,0.0009290408051868059,0.8910563540953684,0.003323131987555008,8766,2,1
