model,feature,layer,language,accuracy,accuracy_std,macro_f1,macro_f1_std,majority,majority_std,majority_acc,majority_acc_std,n,n_classes,n_splits
xlsr53,manner,20,en_us,0.7940623240777708,0.006710327218567156,0.751505190902035,0.008298218753970311,0.09677393008551889,0.0019868885261517346,0.3192048040209283,0.008701250522606644,5220,5,5
xlsr53,manner,20,de_de,0.7447500229893695,0.0061063092636180795,0.652544321063224,0.027291710000155227,0.09645736123255617,0.0025802959505719265,0.3178662146015167,0.011079605492750612,7137,5,5
xlsr53,manner,20,es_419,0.7278654516258873,0.03692454646309925,0.6688197190063131,0.057919412982794294,0.09939679678848527,0.001599227867592734,0.3306956045218964,0.007104275069125706,6527,5,5
xlsr53,place,20,en_us,0.882462658162758,0.008489895299364059,0.8364843680231573,0.011602488930618089,0.2695526351283239,0.0026746492934694123,0.6788552512228371,0.01133268995873288,5220,3,5
xlsr53,place,20,de_de,0.8069804667130693,0.008532490221533252,0.7788269962292945,0.011959540826375362,0.24477309156589327,0.0017257705833894571,0.5802037676173076,0.0064610685407107135,7137,3,5
xlsr53,place,20,es_419,0.7814525843135616,0.025634088755357717,0.708046015401991,0.03055538120660817,0.27444903242222335,0.001762070160798911,0.6997710708561967,0.0076736859779251085,6527,3,5
xlsr53,voicing,22,en_us,0.8855909921803315,0.016562143326697844,0.8837492563212169,0.017117039902421124,0.36354781224341265,0.006515647251393422,0.5713758230838103,0.01620485854317842,3225,2,5
xlsr53,voicing,22,de_de,0.8753986753688994,0.008053244900627489,0.869607388412738,0.009122839268463728,0.37774733869593935,0.0023806385764874303,0.6070878683327399,0.006176104262273798,4378,2,5
xlsr53,voicing,22,es_419,0.8368734545786113,0.029130776832191237,0.821680536243308,0.03232987761020088,0.40201371457950535,0.010230085289065842,0.672765813488936,0.028450638772566022,3895,2,5
xlsr53,nasal,22,en_us,0.8991191301451961,0.0035307605533740523,0.7992453000374848,0.006144259801745776,0.4708542834800743,0.0009987234386480298,0.889845334030811,0.0035679468958034,8766,2,5
xlsr53,nasal,22,de_de,0.8965599786020639,0.004500127447818179,0.8205424205797321,0.009504391309883736,0.46313614521786645,0.002013484514065083,0.8626957651200764,0.006967435867154922,11952,2,5
xlsr53,nasal,22,es_419,0.8509563137267051,0.04013422822263609,0.7200805292287479,0.044802286887400636,0.47325181768409513,0.0009884608688558259,0.8984470179298196,0.003556965203912145,11564,2,5
xlsr53,manner,22,en_us,0.7979819914573042,0.011858049852165719,0.743826831343599,0.013100872203308201,0.09677393008551889,0.0019868885261517346,0.3192048040209283,0.008701250522606644,5220,5,5
xlsr53,manner,22,de_de,0.8015650916806202,0.01086607058711716,0.7010907233442479,0.014861479179665052,0.09645736123255617,0.0025802959505719265,0.3178662146015167,0.011079605492750612,7137,5,5
xlsr53,manner,22,es_419,0.7469728048367795,0.0425205386160262,0.6270067738306173,0.03127185284337228,0.09939679678848527,0.001599227867592734,0.3306956045218964,0.007104275069125706,6527,5,5
xlsr53,place,22,en_us,0.8573758742484721,0.006330719066483052,0.8117970326831175,0.012989933321059098,0.2695526351283239,0.0026746492934694123,0.6788552512228371,0.01133268995873288,5220,3,5
xlsr53,place,22,de_de,0.8485015160707295,0.010506936185017848,0.8300597193545949,0.012687820209388086,0.24477309156589327,0.0017257705833894571,0.5802037676173076,0.0064610685407107135,7137,3,5
